CDID,Title,PreUnit,Unit,Release Date,Next release,Important Notes
D7J7,CPI ANNUAL RATE 09.3.3 : GARDEN PLANTS AND FLOWERS 2015=100,,%,15-11-2023,20 December 2023,
D7J8,CPI ANNUAL RATE 09.3.4/5 : PETS AND RELATED PRODUCTS 2015=100,,%,15-11-2023,20 December 2023,
D7JA,CPI ANNUAL RATE 11.1.1 : RESTAURANTS & CAFES 2015=100,,%,15-11-2023,20 December 2023,
D7JB,CPI ANNUAL RATE 11.1.2 : CANTEENS 2015=100,,%,15-11-2023,20 December 2023,
D7JC,CPI ANNUAL RATE 12.1.1 : Hairdressing and personal grooming establishments 2015=100,,%,15-11-2023,20 December 2023,
D7JD,CPI ANNUAL RATE 12.1.2/3 : Appliances and products for personal care 2015=100,,%,15-11-2023,20 December 2023,
D7JE,CPI ANNUAL RATE 12.5.2 : House contents insurance 2015=100,,%,15-11-2023,20 December 2023,
D7JF,CPI ANNUAL RATE 12.5.4 : Transport insurance 2015=100,,%,15-11-2023,20 December 2023,
D7JH,CPI MONTHLY RATE 01 : FOOD AND NON-ALCOHOLIC BEVERAGES 2015=100,,%,15-11-2023,20 December 2023,
D7JI,"CPI MONTHLY RATE 02:ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS 2015=100",,%,15-11-2023,20 December 2023,
D7JJ,CPI MONTHLY RATE 03 : CLOTHING AND FOOTWEAR 2015=100,,%,15-11-2023,20 December 2023,
D7JK,"CPI MONTHLY RATE 04 : HOUSING, WATER AND FUELS 2015=100",,%,15-11-2023,20 December 2023,
D7JL,"CPI MONTHLY RATE 05:FURN, HH EQUIP & REPAIR OF THE HOUSE 2015=100",,%,15-11-2023,20 December 2023,
D7JM,CPI MONTHLY RATE 06 : HEALTH 2015=100,,%,15-11-2023,20 December 2023,
D7JN,CPI MONTHLY RATE 07 : TRANSPORT 2015=100,,%,15-11-2023,20 December 2023,
D7JO,CPI MONTHLY RATE 08 : COMMUNICATION 2015=100,,%,15-11-2023,20 December 2023,
D7JP,CPI MONTHLY RATE 09 : RECREATION & CULTURE 2015=100,,%,15-11-2023,20 December 2023,
D7JQ,CPI MONTHLY RATE 10 : EDUCATION 2015=100,,%,15-11-2023,20 December 2023,
D7JR,"CPI MONTHLY RATE 11 : HOTELS, CAFES AND RESTAURANTS 2015=100",,%,15-11-2023,20 December 2023,
D7JS,CPI MONTHLY RATE 12 : MISCELLANEOUS GOODS & SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7JT,CPI MONTHLY RATE 01.1 : FOOD 2015=100,,%,15-11-2023,20 December 2023,
D7JU,CPI MONTHLY RATE 01.2 : NON-ALCOHOLIC BEVERAGES 2015=100,,%,15-11-2023,20 December 2023,
D7JW,CPI MONTHLY RATE 02.1 : ALCOHOLIC BEVERAGES 2015=100,,%,15-11-2023,20 December 2023,
D7JX,CPI MONTHLY RATE 02.2 : TOBACCO 2015=100,,%,15-11-2023,20 December 2023,
D7JY,CPI MONTHLY RATE 03.1 : CLOTHING 2015=100,,%,15-11-2023,20 December 2023,
D7JZ,CPI MONTHLY RATE 03.2 : FOOTWEAR INCLUDING REPAIRS 2015=100,,%,15-11-2023,20 December 2023,
D7K2,CPI MONTHLY RATE 04.1 : ACTUAL RENTS FOR HOUSING 2015=100,,%,15-11-2023,20 December 2023,
D7K3,CPI MONTHLY RATE 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING 2015=100,,%,15-11-2023,20 December 2023,
D7K4,CPI MONTHLY RATE 04.4 : OTHER SERVICES RELATING TO THE DWELLING 2015=100,,%,15-11-2023,20 December 2023,
D7K5,"CPI MONTHLY RATE 04.5 : ELECTRICITY, GAS AND OTHER FUELS 2015=100",,%,15-11-2023,20 December 2023,
D7K6,"CPI MONTHLY RATE 05.1:FURN, FURNISHINGS,CARPETS & OTHER FLOOR COVERINGS 2015=100",,%,15-11-2023,20 December 2023,
D7K7,CPI MONTHLY RATE 05.2 : HOUSEHOLD TEXTILES 2015=100,,%,15-11-2023,20 December 2023,
D7K8,CPI MONTHLY RATE 05.3 : MAJOR HH APPLIANCES INCLUDING FITTINGS & REPAIR 2015=100,,%,15-11-2023,20 December 2023,
D7K9,"CPI MONTHLY RATE 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS 2015=100",,%,15-11-2023,20 December 2023,
D7KA,CPI MONTHLY RATE 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN 2015=100,,%,15-11-2023,20 December 2023,
D7KB,CPI MONTHLY RATE 05.6:GOODS & SERVICES FOR ROUTINE HOUSEHLD MAINTENANCE 2015=100,,%,15-11-2023,20 December 2023,
D7KC,CPI MONTHLY RATE 07.1 : PURCHASE OF VEHICLES 2015=100,,%,15-11-2023,20 December 2023,
D7KD,CPI MONTHLY RATE 07.2 : OPERATION OF PERSONAL TRANSPORT EQUIPMENT 2015=100,,%,15-11-2023,20 December 2023,
D7KE,CPI MONTHLY RATE 07.3 : TRANSPORT SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7KF,CPI MONTHLY RATE 08.1 : POSTAL SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7KG,CPI MONTHLY RATE 09.1 : AUDIO-VISUAL PHOTO AND DATA PROCESSING EQUIP 2015=100,,%,15-11-2023,20 December 2023,
D7KH,CPI MONTHLY RATE 09.2 : OTHER MAJOR DURABLES FOR RECREATION AND CULTURE 2015=100,,%,15-11-2023,20 December 2023,
D7KI,CPI MONTHLY RATE 09.3:OTHER RECREATIONAL ITEMS & EQUIP GARDENS & PETS 2015=100,,%,15-11-2023,20 December 2023,
D7KJ,CPI MONTHLY RATE 09.4 : RECREATIONAL AND CULTURAL SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7KK,CPI MONTHLY RATE 11.1 : CATERING 2015=100,,%,15-11-2023,20 December 2023,
D7KL,CPI MONTHLY RATE 11.2 : ACCOMMODATION SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7KM,CPI MONTHLY RATE 12.1 : PERSONAL CARE 2015=100,,%,15-11-2023,20 December 2023,
D7KN,CPI MONTHLY RATE 12.6.2 : FINANCIAL SERVICES N.E.C. 2015=100,,%,15-11-2023,20 December 2023,
D7KO,CPI MONTHLY RATE 12.4 : SOCIAL PROTECTION 2015=100,,%,15-11-2023,20 December 2023,
D7KP,CPI MONTHLY RATE 12.5 : INSURANCE 2015=100,,%,15-11-2023,20 December 2023,
D7KQ,CPI MONTHLY RATE 12.6 : FINANCIAL SERVICES N.E.C. 2015=100,,%,15-11-2023,20 December 2023,
D7KR,CPI MONTHLY RATE 01.1.1 : BREAD & CEREALS 2015=100,,%,15-11-2023,20 December 2023,
D7KS,CPI MONTHLY RATE 01.1.2 : MEAT 2015=100,,%,15-11-2023,20 December 2023,
D7KT,CPI MONTHLY RATE 01.1.3 : FISH 2015=100,,%,15-11-2023,20 December 2023,
D7KU,"CPI MONTHLY RATE 01.1.4 : MILK, CHEESE & EGGS 2015=100",,%,15-11-2023,20 December 2023,
D7KV,CPI MONTHLY RATE 01.1.5 : OILS & FATS 2015=100,,%,15-11-2023,20 December 2023,
D7KW,CPI MONTHLY RATE 01.1.6 : FRUIT 2015=100,,%,15-11-2023,20 December 2023,
D7KX,CPI MONTHLY RATE 01.1.7 : VEGETABLES INCLUDING POTATOES & OTHER TUBERS 2015=100,,%,15-11-2023,20 December 2023,
D7KY,"CPI MTHLY RATE 01.1.8:SUGAR,JAM,HONEY,SYRUPS,CHOCOLATE & CONFECTIONERY 2015=100",,%,15-11-2023,20 December 2023,
D7KZ,CPI MONTHLY RATE 01.1.9 : FOOD PRODUCTS 2015=100,,%,15-11-2023,20 December 2023,
D7L2,"CPI MONTHLY RATE 01.2.1 : COFFEE, TEA, COCOA 2015=100",,%,15-11-2023,20 December 2023,
D7L3,"CPI MONTHLY RATE 01.2.2 : MINERAL WATERS, SOFT DRINKS AND JUICES 2015=100",,%,15-11-2023,20 December 2023,
D7L4,CPI MONTHLY RATE 02.1.1 : SPIRITS 2015=100,,%,15-11-2023,20 December 2023,
D7L5,CPI MONTHLY RATE 02.1.2 : WINE (INC PERRY) 2015=100,,%,15-11-2023,20 December 2023,
D7L6,CPI MONTHLY RATE 02.1.3 : BEER 2015=100,,%,15-11-2023,20 December 2023,
D7L9,CPI MONTHLY RATE 03.1.2 : GARMENTS 2015=100,,%,15-11-2023,20 December 2023,
D7LA,CPI MONTHLY RATE 03.1.3:OTHER ARTICLES OF CLOTHING & ACCESSORIES 2015=100,,%,15-11-2023,20 December 2023,
D7LB,"CPI MONTHLY RATE 03.1.4 : DRY-CLEANING, REPAIR AND HIRE OF CLOTHING 2015=100",,%,15-11-2023,20 December 2023,
D7LC,CPI MONTHLY RATE 04.3.1 : PRODUCTS FOR THE REGULAR REPAIR OF DWELLING 2015=100,,%,15-11-2023,20 December 2023,
D7LE,CPI MONTHLY RATE 04.3.2 : SERVICES FOR THE REGULAR REPAIR OF DWELLING 2015=100,,%,15-11-2023,20 December 2023,
D7LG,CPI MONTHLY RATE 04.4.3 : SEWERAGE COLLECTION 2015=100,,%,15-11-2023,20 December 2023,
D7LH,CPI MONTHLY RATE 04.4.1 : WATER SUPPLY 2015=100,,%,15-11-2023,20 December 2023,
D7LJ,CPI MONTHLY RATE 04.5.1 : ELECTRICITY 2015=100,,%,15-11-2023,20 December 2023,
D7LK,CPI MONTHLY RATE 04.5.2 : GAS 2015=100,,%,15-11-2023,20 December 2023,
D7LM,CPI MONTHLY RATE 04.5.3 : LIQUID FUELS 2015=100,,%,15-11-2023,20 December 2023,
D7LN,CPI MONTHLY RATE 04.5.4 : SOLID FUELS 2015=100,,%,15-11-2023,20 December 2023,
D7LP,"CPI MONTHLY RATE 05.1.1 : FURNITURE, FURNISHINGS 2015=100",,%,15-11-2023,20 December 2023,
D7LQ,CPI MONTHLY RATE 05.1.2 : CARPETS & OTHER FLOOR COVERINGS 2015=100,,%,15-11-2023,20 December 2023,
D7LS,CPI MONTHLY RATE 05.3.1 : MAJOR HOUSEHOLD & SMALL ELECTRICAL EQUIPMENT 2015=100,,%,15-11-2023,20 December 2023,
D7LT,CPI MONTHLY RATE 05.3.3 : REPAIR OF HOUSEHOLD APPLIANCES 2015=100,,%,15-11-2023,20 December 2023,
D7LU,CPI MONTHLY RATE 05.6.1 : NON-DURABLE HOUSEHOLD GOODS 2015=100,,%,15-11-2023,20 December 2023,
D7LV,CPI MONTHLY RATE 05.6.2 : DOMESTIC SERVICES AND HOME CARE SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7LX,CPI MONTHLY RATE 07.1.1A : NEW CARS 2015=100,,%,15-11-2023,20 December 2023,
D7LY,CPI MONTHLY RATE 07.1.1B : SECOND-HAND CARS 2015=100,,%,15-11-2023,20 December 2023,
D7LZ,CPI MONTHLY RATE 07.1.2 : MOTOR CYCLES AND BICYCLES 2015=100,,%,15-11-2023,20 December 2023,
D7M2,CPI MONTHLY RATE 07.2.1 : SPARE PARTS & ACCESSORIES 2015=100,,%,15-11-2023,20 December 2023,
D7M3,CPI MONTHLY RATE 07.2.2 : FUELS & LUBRICANTS 2015=100,,%,15-11-2023,20 December 2023,
D7M4,CPI MONTHLY RATE 07.2.3 : MAINTENANCE & REPAIRS 2015=100,,%,15-11-2023,20 December 2023,
D7M5,CPI MONTHLY RATE 07.2.4 : OTHER SERVICES FOR PERSONAL TRANSPORT EQUIP 2015=100,,%,15-11-2023,20 December 2023,
D7M8,CPI MONTHLY RATE 07.3.1 : PASSENGER TRANSPORT BY RAILWAY 2015=100,,%,15-11-2023,20 December 2023,
D7M9,MONTHLY RATE 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERV,,%,15-11-2023,20 December 2023,
D7MA,CPI MONTHLY RATE 07.3.4 : PASSENGER TRANSPORT BY SEA & INLAND WATERWAY 2015=100,,%,15-11-2023,20 December 2023,
D7MB,CPI MONTHLY RATE 07.3.3 : PASSENGER TRANSPORT BY AIR 2015=100,,%,15-11-2023,20 December 2023,
D7MF,CPI MONTHLY RATE 08.2 : TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7MG,CPI MONTHLY RATE 09.1.1 : EQUIPMENT FOR SOUND & PICTURES 2015=100,,%,15-11-2023,20 December 2023,
D7MH,CPI MONTHLY RATE 09.1.2:PHOTOGRAPHIC CINEMATOGRAPHIC & OPTICAL EQUIP 2015=100,,%,15-11-2023,20 December 2023,
D7MI,CPI MONTHLY RATE 09.1.3 : INFORMATION PROCESSING EQUIPMENT 2015=100,,%,15-11-2023,20 December 2023,
D7MJ,CPI MONTHLY RATE 09.1.5 : REPAIR OF A-V PHOTO & DATA PROCESSING EQUIP 2015=100,,%,15-11-2023,20 December 2023,
D7MK,CPI MONTHLY RATE 09.1.4 : RECORDING MEDIA 2015=100,,%,15-11-2023,20 December 2023,
D7ML,CPI MONTHLY RATE 09.3.3 : GARDEN PLANTS AND FLOWERS 2015=100,,%,15-11-2023,20 December 2023,
D7MN,CPI MONTHLY RATE 09.3.4 : PETS AND RELATED PRODUCTS 2015=100,,%,15-11-2023,20 December 2023,
D7MO,CPI MONTHLY RATE 11.1.1 : RESTAURANTS & CAFES 2015=100,,%,15-11-2023,20 December 2023,
D7MP,CPI MONTHLY RATE 11.1.2 : CANTEENS 2015=100,,%,15-11-2023,20 December 2023,
D7MQ,CPI MONTHLY RATE 12.1.1 : HAIRDRESSING SALONS & PERSONAL GROOMING ESTAB 2015=100,,%,15-11-2023,20 December 2023,
D7MR,"CPI MTHLY RATE 12.1.2:APPLIANCES,ARTICLES & PRODUCTS FOR PERSONAL CARE 2015=100",,%,15-11-2023,20 December 2023,
D7MS,CPI MONTHLY RATE 12.5.2 : INSURANCE CONNECTED WITH THE DWELLING 2015=100,,%,15-11-2023,20 December 2023,
D7MT,CPI MONTHLY RATE 12.5.4 : INSURANCE CONNECTED WITH TRANSPORT 2015=100,,%,15-11-2023,20 December 2023,
D7MU,CPI MONTHLY RATE: Goods 2015=100,,%,15-11-2023,20 December 2023,
D7MV,CPI MONTHLY RATE: Services 2015=100,,%,15-11-2023,20 December 2023,
D7MW,CPI MONTHLY RATE 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT 2015=100,,%,15-11-2023,20 December 2023,
D7MX,CPI MONTHLY RATE 06.1.1 : PHARMACEUTICAL PRODUCTS 2015=100,,%,15-11-2023,20 December 2023,
D7MY,CPI MONTHLY RATE 06.1.2 : OTHER MEDICAL & THERAPEUTIC APPLIANCES 2015=100,,%,15-11-2023,20 December 2023,
D7MZ,CPI MONTHLY RATE 06.2 : OUT-PATIENT SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7N2,CPI MONTHLY RATE 06.2.1 : MEDICAL SERVICES AND PARAMEDICAL SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7N3,CPI MONTHLY RATE 06.2.2 : DENTAL SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7N4,CPI MONTHLY RATE 06.3 : HOSPITAL SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7N5,MONTHLY RATE 09.2.1/2/3 : MAJOR DURABLES FOR IN/OUTDOOR RECREATION & MAINTENANCE 2015=100,,%,15-11-2023,20 December 2023,
D7N7,CPI MONTHLY RATE 09.3.1 : GAMES TOYS AND HOBBIES 2015=100,,%,15-11-2023,20 December 2023,
D7N8,CPI MONTHLY RATE 09.3.2 : EQUIP FOR SPORT CAMPING & OPEN-AIR RECREATION 2015=100,,%,15-11-2023,20 December 2023,
D7N9,CPI MONTHLY RATE 09.4.1 : RECREATIONAL AND SPORTING SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7NA,CPI MONTHLY RATE 09.4.2 : CULTURAL SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7NB,CPI MONTHLY RATE 09.5 : NEWSPAPERS BOOKS AND STATIONERY 2015=100,,%,15-11-2023,20 December 2023,
D7NC,CPI MONTHLY RATE 09.5.1 : BOOKS 2015=100,,%,15-11-2023,20 December 2023,
D7ND,CPI MONTHLY RATE 09.5.2 : NEWSPAPERS AND PERIODICALS 2015=100,,%,15-11-2023,20 December 2023,
D7NE,CPI MONTHLY RATE 09.5.3:MISC PRINTED MATTER STATIONERY & DRAWING MTRLS 2015=100,,%,15-11-2023,20 December 2023,
D7NF,CPI MONTHLY RATE 09.6 : PACKAGE HOLIDAY 2015=100,,%,15-11-2023,20 December 2023,
D7NG,CPI MONTHLY RATE 12.3 : PERSONAL EFFECTS N.E.C. 2015=100,,%,15-11-2023,20 December 2023,
D7NH,CPI MONTHLY RATE 12.3.1 : JEWELLERY CLOCKS AND WATCHES 2015=100,,%,15-11-2023,20 December 2023,
D7NI,CPI MONTHLY RATE 12.3.2 : OTHER PERSONAL EFFECTS 2015=100,,%,15-11-2023,20 December 2023,
D7NJ,CPI MONTHLY RATE 12.7 : OTHER SERVICES NEC 2015=100,,%,15-11-2023,20 December 2023,
D7NL,CPI MONTHLY RATE 12.5.3/5 : INSURANCE CONNECTED WITH HEALTH & OTHER INSURANCE 2015=100,,%,15-11-2023,20 December 2023,
D7NM,CPI ANNUAL RATE: Goods 2015=100,,%,15-11-2023,20 December 2023,
D7NN,CPI ANNUAL RATE: Services 2015=100,,%,15-11-2023,20 December 2023,
D7NO,CPI ANNUAL RATE 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT 2015=100,,%,15-11-2023,20 December 2023,
D7NP,CPI ANNUAL RATE 06.1.1 : PHARMACEUTICAL PRODUCTS 2015=100,,%,15-11-2023,20 December 2023,
D7NQ,CPI ANNUAL RATE 06.1.2/3: OTHER MEDICAL & THERAPEUTIC APPLIANCES 2015=100,,%,15-11-2023,20 December 2023,
D7NR,CPI ANNUAL RATE 06.2 : OUT-PATIENT SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7NS,CPI ANNUAL RATE 06.2.1/3 : MEDICAL SERVICES AND PARAMEDICAL SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7NT,CPI ANNUAL RATE 06.2.2 : DENTAL SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7NU,CPI ANNUAL RATE 06.3 : HOSPITAL SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7NV,ANNUAL RATE 09.2.1/2/3 : Major durables for in/outdoor recreation & their maintenance 2015=100,,%,15-11-2023,20 December 2023,
D7NX,CPI ANNUAL RATE 09.3.1 : GAMES TOYS AND HOBBIES 2015=100,,%,15-11-2023,20 December 2023,
D7NY,CPI ANNUAL RATE 09.3.2 : Equipment for sport and open-air recreation 2015=100,,%,15-11-2023,20 December 2023,
D7NZ,CPI ANNUAL RATE 09.4.1 : RECREATIONAL AND SPORTING SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7O2,CPI ANNUAL RATE 09.4.2 : CULTURAL SERVICES 2015=100,,%,15-11-2023,20 December 2023,
D7O3,"CPI ANNUAL RATE 09.5 : Books, newspapers and stationery 2015=100",,%,15-11-2023,20 December 2023,
D7O4,CPI ANNUAL RATE 09.5.1 : BOOKS 2015=100,,%,15-11-2023,20 December 2023,
D7O5,CPI ANNUAL RATE 09.5.2 : NEWSPAPERS AND PERIODICALS 2015=100,,%,15-11-2023,20 December 2023,
D7O6,"CPI ANNUAL RATE 09.5.3/4 : Misc. printed matter, stationery, drawing materials 2015=100",,%,15-11-2023,20 December 2023,
D7O7,CPI ANNUAL RATE 09.6 : PACKAGE HOLIDAY 2015=100,,%,15-11-2023,20 December 2023,
D7O8,CPI ANNUAL RATE 12.3 : PERSONAL EFFECTS N.E.C. 2015=100,,%,15-11-2023,20 December 2023,
D7O9,CPI ANNUAL RATE 12.3.1 : JEWELLERY CLOCKS AND WATCHES 2015=100,,%,15-11-2023,20 December 2023,
D7OA,CPI ANNUAL RATE 12.3.2 : OTHER PERSONAL EFFECTS 2015=100,,%,15-11-2023,20 December 2023,
D7OB,CPI ANNUAL RATE 12.7 : OTHER SERVICES NEC 2015=100,,%,15-11-2023,20 December 2023,
D7OD,CPI ANNUAL RATE 12.5.3/5 : Health insurance and other insurance 2015=100,,%,15-11-2023,20 December 2023,
D7OE,CPI MONTHLY RATE 00: ALL ITEMS 2015=100,,%,15-11-2023,20 December 2023,
D7RO,HICP Annual Percentage Change - Cyprus 2015=100,,%,15-11-2023,20 December 2023,
D7RP,HICP Annual Percentage Change - Czech Republic 2015=100,,%,15-11-2023,20 December 2023,
D7RQ,HICP Annual Percentage Change - Estonia 2015=100,,%,15-11-2023,20 December 2023,
D7RR,HICP Annual Percentage Change - Hungary 2015=100,,%,15-11-2023,20 December 2023,
D7RS,HICP Annual Percentage Change - Latvia 2015=100,,%,15-11-2023,20 December 2023,
D7RT,HICP Annual Percentage Change - Lithuania 2015=100,,%,15-11-2023,20 December 2023,
D7RU,HICP Annual Percentage Change - Malta 2015=100,,%,15-11-2023,20 December 2023,
D7RV,HICP Annual Percentage Change - Poland 2015=100,,%,15-11-2023,20 December 2023,
D7RW,HICP Annual Percentage Change - Slovakia 2015=100,,%,15-11-2023,20 December 2023,
D7RX,HICP Annual Percentage Change - Slovenia 2015=100,,%,15-11-2023,20 December 2023,
D7RY,HICP Annual Percentage Change - EU 25 2005=100,,%,15-11-2023,20 December 2023,
D7SK,HICP Annual Percentage Change - Austria 2015=100,,%,15-11-2023,20 December 2023,
D7SL,HICP Annual Percentage Change - Belgium 2015=100,,%,15-11-2023,20 December 2023,
D7SM,HICP Annual Percentage Change - Denmark 2015=100,,%,15-11-2023,20 December 2023,
D7SN,HICP Annual Percentage Change - Finland 2015=100,,%,15-11-2023,20 December 2023,
D7SO,HICP Annual Percentage Change - France 2015=100,,%,15-11-2023,20 December 2023,
D7SP,HICP Annual Percentage Change - Germany 2015=100,,%,15-11-2023,20 December 2023,
D7SQ,HICP Annual Percentage Change - Greece 2015=100,,%,15-11-2023,20 December 2023,
D7SR,HICP Annual Percentage Change - MUICP Average 2015=100,,%,15-11-2023,20 December 2023,
D7SS,HICP Annual Percentage Change - Ireland 2015=100,,%,15-11-2023,20 December 2023,
D7ST,HICP Annual Percentage Change - Italy 2015=100,,%,15-11-2023,20 December 2023,
D7SU,HICP Annual Percentage Change - Luxembourg 2015=100,,%,15-11-2023,20 December 2023,
D7SV,HICP Annual Percentage Change - Netherlands 2015=100,,%,15-11-2023,20 December 2023,
D7SX,HICP Annual Percentage Change - Portugal 2015=100,,%,15-11-2023,20 December 2023,
D7SY,HICP Annual Percentage Change - Spain 2015=100,,%,15-11-2023,20 December 2023,
D7SZ,HICP Annual Percentage Change - Sweden 2015=100,,%,15-11-2023,20 December 2023,
DHYR,CPIH INDEX 04.9 Council Tax and rates 2015=100,,,15-11-2023,20 December 2023,
DHYU,CPIH ANNUAL RATE 04.9 Council Tax and rates 2015=100,,,15-11-2023,20 December 2023,
DHYX,CPIH MONTHLY RATE 04.9 Council Tax and rates 2015=100,,,15-11-2023,20 December 2023,
DHZC,CPIH WEIGHTS 04.9 : Council Tax and rates,,,15-11-2023,20 December 2023,
DK9J,CPI INDEX: Non-energy industrial goods (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9K,CPI INDEX: Durables (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9L,CPI INDEX: Semi-durables (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9M,CPI INDEX: Non-durables (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9N,CPI INDEX: Non-seasonal food (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9O,"CPI INDEX: Food, alcoholic beverages & tobacco (G) 2015=100",,"Index, base year = 100",15-11-2023,20 December 2023,
DK9P,CPI INDEX: Processed food & non-alcoholic beverages (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9Q,CPI INDEX: Unprocessed food (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9R,CPI INDEX: Seasonal food (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9S,CPI INDEX: Industrial goods (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9T,CPI INDEX: Energy (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9U,"CPI INDEX: Electricity, gas & misc. energy (G) 2015=100",,"Index, base year = 100",15-11-2023,20 December 2023,
DK9V,CPI INDEX: Excluding tobacco (SP) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9W,CPI INDEX: Clothing & footwear goods (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9X,CPI INDEX: Housing goods (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9Y,CPI INDEX: Household goods (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DK9Z,CPI INDEX: Water supply; materials for maintenance/repair (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKA2,"CPI INDEX: Medical products, appliances & equipment (G) 2015=100",,"Index, base year = 100",15-11-2023,20 December 2023,
DKA3,"CPI INDEX: Vehicles, spare parts & accessories (G) 2015=100",,"Index, base year = 100",15-11-2023,20 December 2023,
DKA4,CPI INDEX: Recreational goods (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKA5,CPI INDEX: Audio-visual goods (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKA6,CPI INDEX: Other recreational goods (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKA7,CPI INDEX: Miscellaneous goods (G) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKA8,CPI INDEX: Housing services (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKA9,CPI INDEX: Primary housing services (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKB2,CPI INDEX: Other housing services (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKB3,CPI INDEX: Travel & transport services (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKB4,CPI INDEX: Services for personal transport equipment (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKB5,CPI INDEX: Recreational & personal services (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKB6,CPI INDEX: Package holidays & accommodation (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKB7,CPI INDEX: Other recreational & personal services (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKB8,CPI INDEX: Non-catering recreational & personal services (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKB9,CPI INDEX: Miscellaneous services (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKC2,CPI INDEX: Miscellaneous & other services (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKC3,CPI INDEX: Medical services (S) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKC4,"CPI INDEX: Liquid fuels, vehicle fuels & lubricants (G) 2015=100",,"Index, base year = 100",15-11-2023,20 December 2023,
DKC5,CPI INDEX: Excluding energy (SP) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
DKC6,"CPI INDEX: Excluding Energy, food, alcoholic beverages & tobacco 2015=100",,"Index, base year = 100",15-11-2023,20 December 2023,
DKC7,CPI INDEX: Excluding energy & unprocessed food (SP) 2015=100,,"Index, base year = 100",15-11-2023,20 December 2023,
